full_name,entity_type,practice_areas,office_address,city,phone,website,guide_code,guide_practice_label,rank_tier,rank_label_raw,rank_year,source_url,notes
קוך ברזילי עורכי דין,firm,מיסוי,,,,,G2,מיסוי,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/20/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
ש. הורוביץ,firm,מיסוי,,,,,G2,מיסוי,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/20/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"ש. פרידמן, אברמזון ושות'",firm,מיסוי,,,,,G2,מיסוי,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/20/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
שבלת ושות',firm,מיסוי,,,,,G2,מיסוי,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/20/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
שקל ושות' - עורכי דין,firm,מיסוי,,,,,G2,מיסוי,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/20/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
תהילה ששון ושות' משרד עורכי דין,firm,מיסוי,,,,,G2,מיסוי,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/20/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"GBTAX בן עמי, ביגון ושות'",firm,מיסוי,,,,,G2,מיסוי,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/20/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"ברון ושות, משרד עורכי דין",firm,מיסוי,,,,,G2,מיסוי,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/20/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
ברנע ג'פה לנדה,firm,מיסוי,,,,,G2,מיסוי,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/20/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"דורון, טיקוצקי ושות' עורכי דין",firm,מיסוי,,,,,G2,מיסוי,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/20/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
נשיץ ברנדס אמיר ושות',firm,מיסוי,,,,,G2,מיסוי,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/20/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
עמפלי משרד עריכת דין מיסים,firm,מיסוי,,,,,G2,מיסוי,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/20/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
צמח שניידר ושות' עורכי דין,firm,מיסוי,,,,,G2,מיסוי,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/20/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"רוה הבר ושות', עורכי דין",firm,מיסוי,,,,,G2,מיסוי,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/20/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
רן - תירוש ושות',firm,מיסוי,,,,,G2,מיסוי,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/20/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"אבידור לפיד עו""ד (רו""ח) - משרד עורכי דין",firm,מיסוי,,,,,G2,מיסוי,3,מובילים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/20/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"אייזנברג, שנער -חברת עורכי דין",firm,מיסוי,,,,,G2,מיסוי,3,מובילים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/20/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"אלון יפה, עו""ד",firm,מיסוי,,,,,G2,מיסוי,3,מובילים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/20/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"חיים ולוי ושות', משרד עורכי דין",firm,מיסוי,,,,,G2,מיסוי,3,מובילים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/20/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
יעקב דהן ושות' - חברת עורכי דין,firm,מיסוי,,,,,G2,מיסוי,3,מובילים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/20/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
ירון זאבי - משרד עורכי דין,firm,מיסוי,,,,,G2,מיסוי,3,מובילים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/20/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
לירן זילברמן עורכי דין,firm,מיסוי,,,,,G2,מיסוי,3,מובילים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/20/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"קוסטליץ ושות', עורכי דין",firm,מיסוי,,,,,G2,מיסוי,3,מובילים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/20/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"רוזנברג שנלר, עורכי-דין (רוש)",firm,מיסוי,,,,,G2,מיסוי,3,מובילים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/20/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
FBC & Co פישר,firm,מיסוי מוניציפלי,,,,,G2,מיסוי מוניציפלי,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/20/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"KGI כץ גבע איצקוביץ משרד עו""ד",firm,מיסוי מוניציפלי,,,,,G2,מיסוי מוניציפלי,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/20/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
ברק גיט מיסטריאל ליבוביץ עורכי דין,firm,מיסוי מוניציפלי,,,,,G2,מיסוי מוניציפלי,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/20/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
גולדפרב גרוס זליגמן,firm,מיסוי מוניציפלי,,,,,G2,מיסוי מוניציפלי,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/20/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
הרצוג,firm,מיסוי מוניציפלי,,,,,G2,מיסוי מוניציפלי,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/20/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
הררי טויסטר ושות',firm,מיסוי מוניציפלי,,,,,G2,מיסוי מוניציפלי,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/20/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
