query,clicks_12m,impressions_12m,ctr_12m,position_12m,ranking_page_count,top_page,top_page_clicks,competing_pages,cannibalization_flag,branded_flag,money_keyword_flag
יורשים ללא צוואה,0,76,0.00%,50.1,1,https://jus-tice.co.il/inheritance/,0,,FALSE,FALSE,FALSE
יורשים סלקום,0,1,0.00%,39.0,1,https://jus-tice.co.il/psakdin/%D7%A4%D7%A1%D7%93-%D7%A1%D7%9C%D7%A7%D7%95%D7%9D-%D7%9E%D7%9B%D7%A8%D7%94-%D7%9E%D7%99%D7%93%D7%A2-%D7%95%D7%A0%D7%AA%D7%95%D7%A0%D7%99-%D7%90%D7%99%D7%9B%D7%95%D7%9F-%D7%A2%D7%9C-%D7%9C%D7%A7/,0,,FALSE,FALSE,FALSE
יורשים על פי דין,0,56,0.00%,65.7,1,https://jus-tice.co.il/international-inheritance-wills-lawyer/,0,,FALSE,FALSE,FALSE
יורשים על פי צוואה,0,66,0.00%,69.6,2,https://jus-tice.co.il/inheritance-order/,0,https://jus-tice.co.il/inheritance/,TRUE,FALSE,FALSE
יורשים של דייר בדיור מוגן,0,1,0.00%,66.0,1,https://jus-tice.co.il/18744-11-18/,0,,FALSE,FALSE,FALSE
יורשים של ניצולי שואה רומניה,0,1,0.00%,72.0,1,https://jus-tice.co.il/wp-content/uploads/2023/05/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%94%D7%A9%D7%91%D7%AA-%D7%A8%D7%9B%D7%95%D7%A9-%D7%99%D7%94%D7%95%D7%93%D7%99-%D7%A8%D7%95%D7%9E%D7%A0%D7%99%D7%94.pdf,0,,FALSE,FALSE,FALSE
יזם התחדשות עירונית,0,5,0.00%,30.8,1,https://jus-tice.co.il/%D7%9E%D7%93%D7%A8%D7%99%D7%9A-%D7%9E%D7%A2%D7%A9%D7%99-%D7%9C%D7%91%D7%97%D7%99%D7%A8%D7%AA-%D7%97%D7%91%D7%A8%D7%94-%D7%90%D7%95-%D7%99%D7%96%D7%9D-%D7%9C%D7%94%D7%AA%D7%97%D7%93%D7%A9%D7%95%D7%AA-%D7%A2%D7%99%D7%A8%D7%95%D7%A0%D7%99%D7%AA/,0,,FALSE,FALSE,FALSE
יזם להתחדשות עירונית בתל אביב,0,123,0.00%,52.3,2,https://jus-tice.co.il/%D7%94%D7%97%D7%91%D7%A8%D7%95%D7%AA-%D7%94%D7%9E%D7%95%D7%91%D7%99%D7%9C%D7%95%D7%AA-%D7%AA%D7%9E%D7%90-38-%D7%AA%D7%90/,0,https://jus-tice.co.il/%D7%9E%D7%93%D7%A8%D7%99%D7%9A-%D7%9E%D7%A2%D7%A9%D7%99-%D7%9C%D7%91%D7%97%D7%99%D7%A8%D7%AA-%D7%97%D7%91%D7%A8%D7%94-%D7%90%D7%95-%D7%99%D7%96%D7%9D-%D7%9C%D7%94%D7%AA%D7%97%D7%93%D7%A9%D7%95%D7%AA-%D7%A2%D7%99%D7%A8%D7%95%D7%A0%D7%99%D7%AA/,TRUE,FALSE,FALSE
יזם מומלץ,0,227,0.00%,69.4,2,https://jus-tice.co.il/%D7%93%D7%95%D7%92%D7%9E%D7%90-%D7%9C%D7%94%D7%A1%D7%9B%D7%9D-%D7%A4%D7%99%D7%A0%D7%95%D7%99-%D7%91%D7%99%D7%A0%D7%95%D7%99,0,https://jus-tice.co.il/%D7%93%D7%95%D7%92%D7%9E%D7%90-%D7%9C%D7%94%D7%A1%D7%9B%D7%9D-%D7%A4%D7%99%D7%A0%D7%95%D7%99-%D7%91%D7%99%D7%A0%D7%95%D7%99/,TRUE,FALSE,FALSE
"יזם נדל""ן",0,2,0.00%,94.0,1,https://jus-tice.co.il/real-estate-development/,0,,FALSE,FALSE,FALSE
יזמות באתונה,0,5,0.00%,76.6,2,https://jus-tice.co.il/greece-lawyers/,0,https://jus-tice.co.il/greece-price-list/,TRUE,FALSE,FALSE
יזמות ביוון,0,14,0.00%,51.5,3,https://jus-tice.co.il/buying-property-in-greece/,0,https://jus-tice.co.il/investing-in-greece-real-estate/ | https://jus-tice.co.il/investing-in-greece/,TRUE,FALSE,FALSE
יזמות התחדשות עירונית,0,1,0.00%,88.0,1,https://jus-tice.co.il/%D7%94%D7%97%D7%91%D7%A8%D7%95%D7%AA-%D7%94%D7%9E%D7%95%D7%91%D7%99%D7%9C%D7%95%D7%AA-%D7%AA%D7%9E%D7%90-38-%D7%AA%D7%90/,0,,FALSE,FALSE,FALSE
"יזמות נדל""ן בחו""ל",0,66,0.00%,61.7,3,https://jus-tice.co.il/%D7%94%D7%9E%D7%93%D7%A8%D7%99%D7%9A-%D7%94%D7%9E%D7%9C%D7%90-%D7%9C%D7%A7%D7%A0%D7%99%D7%99%D7%94-%D7%94%D7%A9%D7%9B%D7%A8%D7%94-%D7%95-airbnb-%D7%91%D7%97%D7%95%D7%9C/,0,https://jus-tice.co.il/low-value-invest-abroad/ | https://jus-tice.co.il/real-estate-investing/,TRUE,FALSE,FALSE
"יזמות נדל""ן פורטוגל",0,236,0.00%,58.0,6,https://jus-tice.co.il/buying-property-in-portugal/,0,https://jus-tice.co.il/guide-buying-property-portugal-israelis/ | https://jus-tice.co.il/housing-portugal/ | https://jus-tice.co.il/porto-portugal-real-estate/,TRUE,FALSE,FALSE
יזמי נדלן ישראלים,0,2,0.00%,59.0,1,https://jus-tice.co.il/real-estate-development/,0,,FALSE,FALSE,FALSE
יזמים התחדשות עירונית,0,1,0.00%,74.0,1,https://jus-tice.co.il/%D7%94%D7%97%D7%91%D7%A8%D7%95%D7%AA-%D7%94%D7%9E%D7%95%D7%91%D7%99%D7%9C%D7%95%D7%AA-%D7%AA%D7%9E%D7%90-38-%D7%AA%D7%90/,0,,FALSE,FALSE,FALSE
יזרעאלי בנימין,0,26,0.00%,41.1,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
"יחב""ל",0,2,0.00%,70.5,1,https://jus-tice.co.il/federal-bureau-of-investigation/,0,,FALSE,FALSE,FALSE
יחבל משטרה,0,44,0.00%,22.8,1,https://jus-tice.co.il/lahav-433/,0,,FALSE,FALSE,FALSE
יחדיו באר שבע 022,0,10,0.00%,39.4,1,https://jus-tice.co.il/decision47098-04-21/,0,,FALSE,FALSE,FALSE
יחזקאל אופיר,0,1,0.00%,48.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
יחזקאל אליהו שופט,0,1,0.00%,17.0,1,https://jus-tice.co.il/articles/%D7%94%D7%A9%D7%95%D7%A4%D7%98-%D7%99%D7%97%D7%96%D7%A7%D7%90%D7%9C-%D7%90%D7%9C%D7%99%D7%94%D7%95-%D7%94%D7%97%D7%9C%D7%98%D7%94-%D7%91%D7%91%D7%A7%D7%A9%D7%94-%D7%9C%D7%A6%D7%A8%D7%A3-%D7%AA%D7%95/,0,,FALSE,FALSE,FALSE
יחיאל כשר,0,7,0.00%,66.4,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
יחיאל ליפשיץ,0,3,0.00%,33.0,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
יחיאל מאיר כשר,0,2,0.00%,29.5,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
יחידה 105 להב,0,1,0.00%,19.0,1,https://jus-tice.co.il/lahav-433/,0,,FALSE,FALSE,FALSE
יחידה 105 להב 433,0,24,0.00%,11.9,1,https://jus-tice.co.il/lahav-433/,0,,FALSE,FALSE,FALSE
"יחידה 170 נתב""ג",0,10,0.00%,56.1,3,https://jus-tice.co.il/%D7%A9%D7%95%D7%A4%D7%98%D7%AA-%D7%98%D7%9C%D7%99-%D7%97%D7%99%D7%99%D7%9E%D7%95%D7%91%D7%99%D7%A5-%D7%A4%D7%A1%D7%93-%D7%A7%D7%91%D7%9C%D7%AA-%D7%93%D7%91%D7%A8-%D7%91%D7%9E%D7%A8%D7%9E%D7%94-%D7%91%D7%A0%D7%A1%D7%99%D7%91%D7%95%D7%AA-%D7%9E%D7%97%D7%9E%D7%99%D7%A8%D7%95%D7%AA-%D7%94%D7%9C%D7%91%D7%A0%D7%AA-%D7%94%D7%95%D7%9F-%D7%A2%D7%91%D7%99%D7%A8%D7%95%D7%AA-%D7%9E%D7%A0%D7%94%D7%9C%D7%99%D7%9D-%D7%91%D7%AA%D7%90%D7%92%D7%99%D7%93/,0,https://jus-tice.co.il/2018-2019-major-supreme-court-ruling/ | https://jus-tice.co.il/psakdin/%D7%91%D7%A2%D7%9D-919-15-%D7%94%D7%9C%D7%9B%D7%AA-%D7%94%D7%9E%D7%96%D7%95%D7%A0%D7%95%D7%AA-%D7%94%D7%97%D7%93%D7%A9%D7%94/,TRUE,FALSE,FALSE
יחידה 33 משטרה,0,2,0.00%,59.0,2,https://jus-tice.co.il/%D7%AA%D7%97%D7%A0%D7%95%D7%AA-%D7%9E%D7%A9%D7%98%D7%A8%D7%94-%D7%9B%D7%AA%D7%95%D7%91%D7%AA-%D7%98%D7%9C%D7%A4%D7%95%D7%9F-%D7%A8%D7%A9%D7%99%D7%9E%D7%94-%D7%90%D7%A8%D7%A6%D7%99%D7%AA-%D7%9E%D7%A2%D7%95%D7%93%D7%9B%D7%9F/,0,https://jus-tice.co.il/lahav-433/,TRUE,FALSE,FALSE
יחידה 433,0,60,0.00%,9.0,1,https://jus-tice.co.il/lahav-433/,0,,FALSE,FALSE,FALSE
יחידה 443,0,2,0.00%,16.0,1,https://jus-tice.co.il/lahav-433/,0,,FALSE,FALSE,FALSE
יחידה 81 בסיס,0,1,0.00%,12.0,1,https://jus-tice.co.il/lahav-433/,0,,FALSE,FALSE,FALSE
יחידה להב 433,0,46,0.00%,10.3,1,https://jus-tice.co.il/lahav-433/,0,,FALSE,FALSE,FALSE
יחידה מבצעית של משטרת ישראל,0,1,0.00%,24.0,1,https://jus-tice.co.il/lahav-433/,0,,FALSE,FALSE,FALSE
יחידות הסיוע ליד בתי המשפט לענייני משפחה ובתי הדין,0,29,0.00%,59.8,3,https://jus-tice.co.il/family-court/,0,https://jus-tice.co.il/is-a-law-for-the-settlement-of-family-disputes-successful/ | https://jus-tice.co.il/request-for-family-dispute-settlements/,TRUE,FALSE,FALSE
יחידות הסיוע שליד בתי המשפט לענייני משפחה ובתי הדין,0,21,0.00%,78.2,3,https://jus-tice.co.il/,0,https://jus-tice.co.il/family-law/ | https://jus-tice.co.il/request-for-family-dispute-settlements/,TRUE,FALSE,FALSE
יחידות הרשות מס הכנסה,0,11,0.00%,61.9,2,https://jus-tice.co.il/israel-tax-authority/,0,https://jus-tice.co.il/tax-investigation-guide/,TRUE,FALSE,FALSE
יחידות חיקום וקירור דרופ אין,0,16,0.00%,38.9,1,https://jus-tice.co.il/psakdin/%D7%94%D7%97%D7%9C%D7%AA-%D7%A4%D7%A8%D7%A7-%D7%93-%D7%9C%D7%97%D7%95%D7%A7-%D7%A9%D7%99%D7%A8%D7%95%D7%AA-%D7%A2%D7%91%D7%95%D7%93%D7%94-%D7%91%D7%A9%D7%A2%D7%AA-%D7%97%D7%99%D7%A8%D7%95%D7%9D/,0,,FALSE,FALSE,FALSE
יחידות משטרה,0,1,0.00%,30.0,1,https://jus-tice.co.il/israel-police/,0,,FALSE,FALSE,FALSE
יחידות משטרה מיוחדות,0,1,0.00%,37.0,1,https://jus-tice.co.il/federal-bureau-of-investigation/,0,,FALSE,FALSE,FALSE
יחידות משרד המשפטים,0,40,0.00%,13.5,2,https://jus-tice.co.il/department-of-justice/,0,https://jus-tice.co.il/description-and-structure-of-the-ministry-of-justice/,TRUE,FALSE,FALSE
יחידות סייבר,0,43,0.00%,35.4,1,https://jus-tice.co.il/fbi-cyber-division/,0,,FALSE,FALSE,FALSE
יחידת אתגר להב 433,0,4,0.00%,37.3,1,https://jus-tice.co.il/lahav-433/,0,,FALSE,FALSE,FALSE
יחידת בוחנים מחוז תל אביב,0,3,0.00%,19.7,1,https://jus-tice.co.il/%D7%AA%D7%97%D7%A0%D7%95%D7%AA-%D7%9E%D7%A9%D7%98%D7%A8%D7%94-%D7%9B%D7%AA%D7%95%D7%91%D7%AA-%D7%98%D7%9C%D7%A4%D7%95%D7%9F-%D7%A8%D7%A9%D7%99%D7%9E%D7%94-%D7%90%D7%A8%D7%A6%D7%99%D7%AA-%D7%9E%D7%A2%D7%95%D7%93%D7%9B%D7%9F/,0,,FALSE,FALSE,FALSE
יחידת בתי המשפט הצבאיים,0,1,0.00%,30.0,1,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A6%D7%91%D7%90%D7%99/,0,,FALSE,FALSE,FALSE
יחידת הגדעונים תנאי קבלה,0,1,0.00%,1.0,1,https://jus-tice.co.il/lahav-433/,0,,FALSE,FALSE,FALSE
יחידת החקירות במשטרה,0,4,0.00%,10.8,1,https://jus-tice.co.il/lahav-433/,0,,FALSE,FALSE,FALSE
יחידת החקירות הפליליות של הרשות לניירות ערך,0,88,0.00%,22.1,3,https://jus-tice.co.il/federal-bureau-of-investigation/,0,https://jus-tice.co.il/lahav-433/ | https://jus-tice.co.il/tax-investigation-guide/,TRUE,FALSE,FALSE
יחידת הכלבנים משטרה תנאי קבלה,0,1,0.00%,28.0,1,https://jus-tice.co.il/lahav-433/,0,,FALSE,FALSE,FALSE
יחידת הסדר מותנה,0,46,0.00%,46.7,2,https://jus-tice.co.il/%D7%94%D7%94%D7%9C%D7%99%D7%9A-%D7%94%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%A4%D7%A8%D7%A7%D7%9C%D7%99%D7%98%D7%95%D7%AA-%D7%94%D7%9E%D7%93%D7%99%D7%A0%D7%94-%D7%9E%D7%95%D7%9C-%D7%97%D7%98%D7%99%D7%91%D7%AA-%D7%AA%D7%91%D7%99%D7%A2%D7%95%D7%AA-%D7%94%D7%9E%D7%A9%D7%98%D7%A8%D7%94/,0,https://jus-tice.co.il/%D7%94%D7%A1%D7%93%D7%A8-%D7%9E%D7%95%D7%AA%D7%A0%D7%94/,TRUE,FALSE,FALSE
יחידת הסדר מותנה אור יהודה טלפון,0,104,0.00%,22.3,2,https://jus-tice.co.il/%D7%AA%D7%97%D7%A0%D7%95%D7%AA-%D7%9E%D7%A9%D7%98%D7%A8%D7%94-%D7%9B%D7%AA%D7%95%D7%91%D7%AA-%D7%98%D7%9C%D7%A4%D7%95%D7%9F-%D7%A8%D7%A9%D7%99%D7%9E%D7%94-%D7%90%D7%A8%D7%A6%D7%99%D7%AA-%D7%9E%D7%A2%D7%95%D7%93%D7%9B%D7%9F/,0,https://jus-tice.co.il/criminal-law/,TRUE,FALSE,FALSE
יחידת הסדר מותנה טלפון,0,61,0.00%,20.6,2,https://jus-tice.co.il/%D7%94%D7%94%D7%9C%D7%99%D7%9A-%D7%94%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%A4%D7%A8%D7%A7%D7%9C%D7%99%D7%98%D7%95%D7%AA-%D7%94%D7%9E%D7%93%D7%99%D7%A0%D7%94-%D7%9E%D7%95%D7%9C-%D7%97%D7%98%D7%99%D7%91%D7%AA-%D7%AA%D7%91%D7%99%D7%A2%D7%95%D7%AA-%D7%94%D7%9E%D7%A9%D7%98%D7%A8%D7%94/,0,https://jus-tice.co.il/%D7%AA%D7%97%D7%A0%D7%95%D7%AA-%D7%9E%D7%A9%D7%98%D7%A8%D7%94-%D7%9B%D7%AA%D7%95%D7%91%D7%AA-%D7%98%D7%9C%D7%A4%D7%95%D7%9F-%D7%A8%D7%A9%D7%99%D7%9E%D7%94-%D7%90%D7%A8%D7%A6%D7%99%D7%AA-%D7%9E%D7%A2%D7%95%D7%93%D7%9B%D7%9F/,TRUE,FALSE,FALSE
יחידת הסדר מותנה ירושלים,0,2,0.00%,66.5,1,https://jus-tice.co.il/%D7%A1%D7%93%D7%A8-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%97%D7%95%D7%A7-%D7%94%D7%9E%D7%A2%D7%A6%D7%A8%D7%99%D7%9D/,0,,FALSE,FALSE,FALSE
יחידת הסיוע המשפטי,0,1,0.00%,48.0,1,https://jus-tice.co.il/is-a-law-for-the-settlement-of-family-disputes-successful/,0,,FALSE,FALSE,FALSE
יחידת הסיוע ניכור הורי,0,23,0.00%,33.7,2,https://jus-tice.co.il/%D7%A1%D7%A8%D7%91%D7%A0%D7%95%D7%AA-%D7%A7%D7%A9%D7%A8-%D7%95%D7%A0%D7%99%D7%9B%D7%95%D7%A8-%D7%94%D7%95%D7%A8%D7%99-%D7%A4%D7%A1%D7%93-%D7%A9%D7%9C-%D7%94%D7%A9%D7%95%D7%A4%D7%98-%D7%90%D7%A8%D7%96-%D7%A9%D7%A0%D7%99-%D7%A2%D7%9C-%D7%AA%D7%91%D7%99%D7%A2%D7%AA-%D7%90%D7%91-%D7%9C%D7%97%D7%99%D7%93%D7%95%D7%A9-%D7%A7%D7%A9%D7%A8-%D7%A2%D7%9D-%D7%91%D7%A0%D7%95-%D7%94%D7%A7%D7%98%D7%99%D7%9F/,0,https://jus-tice.co.il/is-a-law-for-the-settlement-of-family-disputes-successful/,TRUE,FALSE,FALSE
יחידת הסיוע שליד בית המשפט לענייני משפחה,0,2,0.00%,26.5,1,https://jus-tice.co.il/is-a-law-for-the-settlement-of-family-disputes-successful/,0,,FALSE,FALSE,FALSE
יחידת הסיוע שליד בית המשפט לענייני משפחה פתח תקווה,0,3,0.00%,55.0,3,https://jus-tice.co.il/,0,https://jus-tice.co.il/family-law/ | https://jus-tice.co.il/request-for-family-dispute-settlements/,TRUE,FALSE,FALSE
יחידת הסייבר,0,49,0.00%,24.1,1,https://jus-tice.co.il/fbi-cyber-division/,0,,FALSE,FALSE,FALSE
יחידת הסייבר הארצית,0,1,0.00%,23.0,1,https://jus-tice.co.il/fbi-cyber-division/,0,,FALSE,FALSE,FALSE
יחידת הסייבר משטרת ישראל,0,6,0.00%,40.3,2,https://jus-tice.co.il/fbi-cyber-division/,0,https://jus-tice.co.il/lahav-433/,TRUE,FALSE,FALSE
יחידת הסייבר של המשטרה,0,4,0.00%,32.8,2,https://jus-tice.co.il/fbi-cyber-division/,0,https://jus-tice.co.il/lahav-433/,TRUE,FALSE,FALSE
"יחידת הסמך לעובדים זרים אגף מת""ש",0,1,0.00%,69.0,1,https://jus-tice.co.il/working-permit-for-foreign-workers/,0,,FALSE,FALSE,FALSE
יחידת הסמך לעובדים זרים תשלום אגרה,0,8,0.00%,81.5,1,https://jus-tice.co.il/working-permit-for-foreign-workers/,0,,FALSE,FALSE,FALSE
יחידת העילית חוות דעת,0,1,0.00%,27.0,1,https://jus-tice.co.il/lahav-433/,0,,FALSE,FALSE,FALSE
יחידת התביעות משטרת ישראל,0,11,0.00%,10.9,1,https://jus-tice.co.il/%D7%94%D7%94%D7%9C%D7%99%D7%9A-%D7%94%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%A4%D7%A8%D7%A7%D7%9C%D7%99%D7%98%D7%95%D7%AA-%D7%94%D7%9E%D7%93%D7%99%D7%A0%D7%94-%D7%9E%D7%95%D7%9C-%D7%97%D7%98%D7%99%D7%91%D7%AA-%D7%AA%D7%91%D7%99%D7%A2%D7%95%D7%AA-%D7%94%D7%9E%D7%A9%D7%98%D7%A8%D7%94/,0,,FALSE,FALSE,FALSE
יחידת חקירות במשטרה,0,2,0.00%,10.0,1,https://jus-tice.co.il/lahav-433/,0,,FALSE,FALSE,FALSE
יחידת חקירות משטרה,0,2,0.00%,11.0,1,https://jus-tice.co.il/lahav-433/,0,,FALSE,FALSE,FALSE
יחידת יהלום מס הכנסה,0,11,0.00%,22.4,1,https://jus-tice.co.il/tax-investigation-guide/,0,,FALSE,FALSE,FALSE
יחידת יהלום רשות המיסים דרושים,0,26,0.00%,30.8,1,https://jus-tice.co.il/tax-investigation-guide/,0,,FALSE,FALSE,FALSE
יחידת יואב משטרת ישראל,0,1,0.00%,33.0,1,https://jus-tice.co.il/lahav-433/,0,,FALSE,FALSE,FALSE
יחידת יחבל,0,1,0.00%,28.0,1,https://jus-tice.co.il/lahav-433/,0,,FALSE,FALSE,FALSE
"יחידת ימ""ר",0,2,0.00%,43.5,1,https://jus-tice.co.il/lahav-433/,0,,FALSE,FALSE,FALSE
יחידת כסף קטנה בתקופת המנדט הבריטי,0,1,0.00%,39.0,1,https://jus-tice.co.il/tax-lawyer/,0,,FALSE,FALSE,FALSE
יחידת להב 433,0,195,0.00%,13.8,1,https://jus-tice.co.il/lahav-433/,0,,FALSE,FALSE,FALSE
יחידת להב 433 טלפון,0,16,0.00%,8.7,1,https://jus-tice.co.il/lahav-433/,0,,FALSE,FALSE,FALSE
יחידת להב 443,0,140,0.00%,32.8,2,https://jus-tice.co.il/israel-crime-statistics/,0,https://jus-tice.co.il/lahav-433/,TRUE,FALSE,FALSE
יחידת מטבע לפני המעבר לאירו 4 אותיות,0,1,0.00%,10.0,1,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%95%D7%A8%D7%A7%D7%A1-forex/,0,,FALSE,FALSE,FALSE
יחידת משטרה,0,3,0.00%,41.3,2,https://jus-tice.co.il/israel-police/,0,https://jus-tice.co.il/lahav-433/,TRUE,FALSE,FALSE
יחידת משטרה מיוחדת,0,15,0.00%,36.3,2,https://jus-tice.co.il/israel-police/,0,https://jus-tice.co.il/lahav-433/,TRUE,FALSE,FALSE
יחידת סיור בנקים,0,28,0.00%,70.6,1,https://jus-tice.co.il/lahav-433/,0,,FALSE,FALSE,FALSE
יחידת סייבר,0,91,0.00%,27.7,1,https://jus-tice.co.il/fbi-cyber-division/,0,,FALSE,FALSE,FALSE
יחידת סייבר משטרה,0,6,0.00%,32.0,1,https://jus-tice.co.il/lahav-433/,0,,FALSE,FALSE,FALSE
יחידת סייבר משטרה טלפון,0,5,0.00%,29.2,3,https://jus-tice.co.il/%D7%AA%D7%97%D7%A0%D7%95%D7%AA-%D7%9E%D7%A9%D7%98%D7%A8%D7%94-%D7%9B%D7%AA%D7%95%D7%91%D7%AA-%D7%98%D7%9C%D7%A4%D7%95%D7%9F-%D7%A8%D7%A9%D7%99%D7%9E%D7%94-%D7%90%D7%A8%D7%A6%D7%99%D7%AA-%D7%9E%D7%A2%D7%95%D7%93%D7%9B%D7%9F/,0,https://jus-tice.co.il/israel-police/ | https://jus-tice.co.il/lahav-433/,TRUE,FALSE,FALSE
יחידת פרשים,0,1,0.00%,83.0,1,https://jus-tice.co.il/lahav-433/,0,,FALSE,FALSE,FALSE
יחס ברוטו נטו,0,2,0.00%,92.0,1,https://jus-tice.co.il/property-investment-calculator/,0,,FALSE,FALSE,FALSE
יחס לא טוב בעבודה,0,5,0.00%,43.2,1,https://jus-tice.co.il/how-to-deal-with-problematic-employees-aside-from-termination/,0,,FALSE,FALSE,FALSE
יחסי אישות בבוקר,0,4,0.00%,52.5,1,https://jus-tice.co.il/%D7%90%D7%97%D7%A8%D7%99%D7%95%D7%AA-%D7%94%D7%91%D7%A2%D7%9C-%D7%9C%D7%97%D7%95%D7%91%D7%95%D7%AA-%D7%90%D7%A9%D7%AA%D7%95-%D7%A2%D7%9C-%D7%A4%D7%99-%D7%93%D7%99%D7%9F-%D7%AA%D7%95%D7%A8%D7%94-%D7%95%D7%A2%D7%9C-%D7%A4%D7%99-%D7%97%D7%95%D7%A7-%D7%99%D7%97%D7%A1%D7%99-%D7%9E%D7%9E%D7%95%D7%9F-%D7%96%D7%9B%D7%95%D7%99%D7%95%D7%AA-%D7%95%D7%97%D7%95%D7%91%D7%95%D7%AA-%D7%91%D7%9E%D7%A2%D7%A8%D7%9B%D7%AA-%D7%99%D7%97%D7%A1%D7%99%D7%9D-%D7%A9%D7%91%D7%94-%D7%94%D7%90%D7%99%D7%A9%D7%94-%D7%94%D7%99%D7%90-%D7%94%D7%9E%D7%A4%D7%A8%D7%A0%D7%A1%D7%AA/,0,,FALSE,FALSE,FALSE
יחסי אנוש בעבודה,0,4,0.00%,50.3,1,https://jus-tice.co.il/employer-worker-relationship/,0,,FALSE,FALSE,FALSE
יחסי דובאי ישראל,0,43,0.00%,56.5,1,https://jus-tice.co.il/united-arab-emirates-lawyers/,0,,FALSE,FALSE,FALSE
יחסי ישראל דובאי,0,25,0.00%,31.3,1,https://jus-tice.co.il/united-arab-emirates-lawyers/,0,,FALSE,FALSE,FALSE
יחסי ישראל מלטה,0,13,0.00%,14.9,2,https://jus-tice.co.il/malta-citizenship-by-investment/,0,https://jus-tice.co.il/malta-lawyers/,TRUE,FALSE,FALSE
יחסי ישראל פורטוגל,0,312,0.00%,12.5,7,https://jus-tice.co.il/is-portugal-a-good-place-to-retire/,0,https://jus-tice.co.il/israel-portugal-relations/ | https://jus-tice.co.il/ministry_of_finance_portugal/ | https://jus-tice.co.il/portugal-citizenship/,TRUE,FALSE,FALSE
יחסי ישראל צ'כיה,0,2,0.00%,53.5,1,https://jus-tice.co.il/extradition-guide/,0,,FALSE,FALSE,FALSE
יחסי מין אסורים,0,4,0.00%,87.0,1,https://jus-tice.co.il/sex-crime-lawyer/,0,,FALSE,FALSE,FALSE
יחסי מין בין מטפל נפשי למטופל,0,32,0.00%,52.2,1,https://jus-tice.co.il/%D7%AA%D7%A47140-09-21%D7%9E%D7%93%D7%99%D7%A0%D7%AA-%D7%99%D7%A9%D7%A8%D7%90%D7%9C-%D7%A0-%D7%9B%D7%A8%D7%9E%D7%99/,0,,FALSE,FALSE,FALSE
יחסי מין בין מעסיק לעובדת,0,21,0.00%,96.1,1,https://jus-tice.co.il/employer-worker-relationship/,0,,FALSE,FALSE,FALSE
יחסי מין במשפחה,0,13,0.00%,91.7,2,https://jus-tice.co.il/rape-us-law/,0,https://jus-tice.co.il/sexual-offenses/,TRUE,FALSE,FALSE
יחסי ממון,0,9,0.00%,96.0,1,https://jus-tice.co.il/%D7%9E%D7%93%D7%A8%D7%99%D7%9A-%D7%A2%D7%93%D7%9B%D7%A0%D7%99-%D7%9C%D7%94%D7%A1%D7%9B%D7%9D-%D7%9E%D7%9E%D7%95%D7%9F/,0,,FALSE,FALSE,FALSE
יחסי ממון בין בני זוג,0,251,0.00%,71.2,1,https://jus-tice.co.il/prenuptial-agreements-overview/,0,,FALSE,FALSE,FALSE
יחסי ממון ורכוש הדין והפסיקה,0,149,0.00%,66.0,6,https://jus-tice.co.il/%D7%94%D7%90%D7%9D-%D7%9B%D7%9C-%D7%94%D7%A1%D7%9B%D7%9D-%D7%91%D7%99%D7%9F-%D7%91%D7%A0%D7%99-%D7%96%D7%95%D7%92-%D7%94%D7%95%D7%90-%D7%94%D7%A1%D7%9B%D7%9D-%D7%9E%D7%9E%D7%95%D7%9F/,0,https://jus-tice.co.il/%D7%9E%D7%93%D7%A8%D7%99%D7%9A-%D7%A2%D7%93%D7%9B%D7%A0%D7%99-%D7%9C%D7%94%D7%A1%D7%9B%D7%9D-%D7%9E%D7%9E%D7%95%D7%9F/ | https://jus-tice.co.il/articles/%D7%94%D7%9C%D7%9B%D7%AA-%D7%A9%D7%99%D7%AA%D7%95%D7%A3-%D7%A1%D7%A4%D7%A6%D7%99%D7%A4%D7%99-%D7%91%D7%93%D7%99%D7%A8%D7%AA-%D7%9E%D7%92%D7%95%D7%A8%D7%99%D7%9D/ | https://jus-tice.co.il/decision6199-03-18/,TRUE,FALSE,FALSE
יחסי מרות עובד מעביד,0,20,0.00%,66.1,1,https://jus-tice.co.il/employer-worker-relationship/,0,,FALSE,FALSE,FALSE
יחסי עבודה,0,310,0.00%,73.6,1,https://jus-tice.co.il/employer-worker-relationship/,0,,FALSE,FALSE,FALSE
