query,page,clicks,impressions,ctr,position,is_branded,is_money_keyword,is_criminal_law,is_family_law
"עו""ד לייצוג מול חממה בעסקת השקעה",https://jus-tice.co.il/how-much-will-a-criminal-defense-lawyer-cost/,0,2,0.00%,43.5,FALSE,FALSE,FALSE,FALSE
"עו""ד לייצוג מול חממה בעסקת השקעה",https://jus-tice.co.il/lawyer-fee-outlook/,0,7,0.00%,92.9,FALSE,FALSE,FALSE,FALSE
"עו""ד לייצוג מול חממה בעסקת השקעה",https://jus-tice.co.il/lawyer-netherlands/,0,3,0.00%,42.0,FALSE,FALSE,FALSE,FALSE
"עו""ד לייצוג מול חממה בעסקת השקעה",https://jus-tice.co.il/legal_financing/,0,4,0.00%,36.0,FALSE,FALSE,FALSE,FALSE
"עו""ד לייצוג מול חממה בעסקת השקעה",https://jus-tice.co.il/real-estate-attorney/,0,16,0.00%,42.7,FALSE,FALSE,FALSE,FALSE
"עו""ד לייצוג מול חממה בעסקת השקעה",https://jus-tice.co.il/real-estate-investing/,0,2,0.00%,78.0,FALSE,FALSE,FALSE,FALSE
"עו""ד לייצוג מול חממה בעסקת השקעה",https://jus-tice.co.il/top-lawyers-for-israelis-china/,0,2,0.00%,53.0,FALSE,FALSE,FALSE,FALSE
"עו""ד לייצוג מול חממה בעסקת השקעה",https://jus-tice.co.il/us-securities-and-exchange-commission/,0,2,0.00%,20.5,FALSE,FALSE,FALSE,FALSE
"עו""ד לייצוג מול חממה בעסקת השקעה",https://jus-tice.co.il/usa-lawyers/,0,13,0.00%,59.8,FALSE,FALSE,FALSE,FALSE
"עו""ד לייצוג משפטי בערכאות אזרחיות בתי דין רבניים",https://jus-tice.co.il/,0,7,0.00%,68.7,FALSE,FALSE,FALSE,FALSE
"עו""ד לייצוג משפטי בערכאות אזרחיות בתי דין רבניים",https://jus-tice.co.il/%D7%91%D7%A2%D7%9C-%D7%9E%D7%91%D7%A7%D7%A9-%D7%9C%D7%94%D7%AA%D7%92%D7%A8%D7%A9-%D7%91%D7%94%D7%A1%D7%9B%D7%9E%D7%94-%D7%91%D7%94%D7%AA%D7%90%D7%9D-%D7%9C%D7%94%D7%95%D7%A8%D7%90%D7%95%D7%AA-%D7%94%D7%A1%D7%9B%D7%9D-%D7%99%D7%97%D7%A1%D7%99-%D7%9E%D7%9E%D7%95%D7%9F/,0,1,0.00%,89.0,FALSE,FALSE,FALSE,FALSE
"עו""ד לייצוג משפטי בערכאות אזרחיות בתי דין רבניים",https://jus-tice.co.il/%D7%A2%D7%95%D7%93-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%9B%D7%99%D7%A6%D7%93-%D7%9C%D7%9E%D7%A6%D7%95%D7%90-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%95%D7%9B%D7%9E%D7%94-%D7%A2%D7%95%D7%9C%D7%94-%D7%9C%D7%94%D7%AA%D7%92%D7%A8%D7%A9/,0,4,0.00%,42.5,FALSE,FALSE,FALSE,FALSE
"עו""ד לייצוג משפטי בערכאות אזרחיות בתי דין רבניים",https://jus-tice.co.il/division-of-a-couples-apartment-and-its-implications-for-charging-the-ketubah/,0,2,0.00%,66.0,FALSE,FALSE,FALSE,FALSE
"עו""ד לייצוג משפטי בערכאות אזרחיות בתי דין רבניים",https://jus-tice.co.il/family-law/,0,5,0.00%,46.2,FALSE,FALSE,FALSE,FALSE
"עו""ד לייצוג משפטי בערכאות אזרחיות בתי דין רבניים",https://jus-tice.co.il/lawyer-netherlands/,0,6,0.00%,37.7,FALSE,FALSE,FALSE,FALSE
"עו""ד לייצוג משפטי בערכאות אזרחיות בתי דין רבניים",https://jus-tice.co.il/leading-divorce-lawyers-worldwide/,0,2,0.00%,41.0,FALSE,FALSE,FALSE,FALSE
"עו""ד לייצוג משפטי בערכאות אזרחיות בתי דין רבניים",https://jus-tice.co.il/trusted-divorce-attorney-guide/,0,6,0.00%,45.5,FALSE,FALSE,FALSE,FALSE
"עו""ד לימור ברמלי",https://jus-tice.co.il/psakdin/%D7%94%D7%98%D7%99%D7%A4%D7%95%D7%9C-%D7%91%D7%A0%D7%A4%D7%92%D7%A2%D7%99-%D7%A2%D7%91%D7%99%D7%A8%D7%95%D7%AA-%D7%9E%D7%99%D7%9F-%D7%91%D7%94%D7%9C%D7%99%D7%9A-%D7%94%D7%A4%D7%9C%D7%99%D7%9C%D7%99/,0,7,0.00%,89.0,FALSE,FALSE,FALSE,FALSE
"עו""ד לימור ברמלי",https://jus-tice.co.il/psakdin/%D7%A4%D7%A1%D7%93-%D7%90%D7%9E%D7%99%D7%A8-%D7%91%D7%A8%D7%9E%D7%9C%D7%99-%D7%A8%D7%95%D7%91%D7%99%D7%A7%D7%95%D7%9F-%D7%94%D7%9B%D7%A8%D7%A2%D7%AA-%D7%93%D7%99%D7%9F-%D7%91%D7%A4%D7%A8%D7%A9/,0,27,0.00%,65.6,FALSE,FALSE,FALSE,FALSE
"עו""ד לימור ברמלי",https://jus-tice.co.il/psakdin/%D7%A8%D7%90%D7%A9-%D7%A2%D7%A8%D7%99%D7%99%D7%AA-%D7%98%D7%91%D7%A8%D7%99%D7%94-%D7%A8%D7%95%D7%9F-%D7%A7%D7%95%D7%91%D7%99-%D7%A4%D7%A1%D7%93-%D7%91%D7%AA%D7%91%D7%99%D7%A2%D7%94-%D7%9C%D7%A4/,0,11,0.00%,89.7,FALSE,FALSE,FALSE,FALSE
"עו""ד ליקויי בנייה בת""א",https://jus-tice.co.il/%D7%97%D7%AA%D7%99%D7%9E%D7%94-%D7%A2%D7%9C-%D7%A8%D7%A9%D7%99%D7%9E%D7%AA-%D7%9C%D7%99%D7%A7%D7%95%D7%99%D7%99%D7%9D/,0,2,0.00%,66.0,FALSE,FALSE,FALSE,FALSE
"עו""ד ליקויי בנייה בת""א",https://jus-tice.co.il/%D7%9E%D7%94%D7%95-%D7%99%D7%95%D7%A2%D7%A5-%D7%A0%D7%93%D7%9C%D7%9F/,0,1,0.00%,63.0,FALSE,FALSE,FALSE,FALSE
"עו""ד ליקויי בנייה בת""א",https://jus-tice.co.il/%D7%AA%D7%90-63521-05-19-%D7%A4%D7%99%D7%A7%D7%9C-%D7%A0-%D7%90%D7%A2-%D7%90%D7%9C%D7%99%D7%9E%D7%9C%D7%9A-%D7%97%D7%91%D7%A8%D7%94-%D7%9C%D7%91%D7%A0%D7%99%D7%9F-%D7%95%D7%9C%D7%A4%D7%99%D7%AA%D7%95%D7%97-%D7%A8%D7%97%D7%95%D7%91%D7%95%D7%AA-%D7%91%D7%A2%D7%9E/,0,1,0.00%,56.0,FALSE,FALSE,FALSE,FALSE
"עו""ד ליקויי בנייה בת""א",https://jus-tice.co.il/7808/21/,0,7,0.00%,58.6,FALSE,FALSE,FALSE,FALSE
"עו""ד ליקויי בנייה בת""א",https://jus-tice.co.il/common-construction-defects-and-how-to-manage-them/,0,37,0.00%,54.5,FALSE,FALSE,FALSE,FALSE
"עו""ד ליקויי בנייה בת""א",https://jus-tice.co.il/construction-law/,0,12,0.00%,42.6,FALSE,FALSE,FALSE,FALSE
"עו""ד לליווי חברת סטארט אפ",https://jus-tice.co.il/%D7%9E%D7%97%D7%99%D7%A8%D7%95%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99/,0,1,0.00%,101.0,FALSE,FALSE,FALSE,FALSE
"עו""ד לליווי חברת סטארט אפ",https://jus-tice.co.il/startup-company/,0,28,0.00%,38.3,FALSE,FALSE,FALSE,FALSE
"עו""ד לליווי עסקת נדל""ן מסחרי",https://jus-tice.co.il/real-estate-investing/,0,12,0.00%,94.7,FALSE,FALSE,FALSE,FALSE
"עו""ד לליווי עסקת נדל""ן מסחרי",https://jus-tice.co.il/real-estate-lawyer-guide/,0,22,0.00%,73.0,FALSE,FALSE,FALSE,FALSE
"עו""ד לליטיגציה",https://jus-tice.co.il/international-litigation/,0,55,0.00%,89.3,FALSE,FALSE,FALSE,FALSE
"עו""ד למחיקת רישום פלילי",https://jus-tice.co.il/criminal-defense-attorney/,0,4,0.00%,80.0,FALSE,FALSE,TRUE,FALSE
"עו""ד למחיקת רישום פלילי",https://jus-tice.co.il/expungement-of-criminal-records/,0,14,0.00%,62.1,FALSE,FALSE,TRUE,FALSE
"עו""ד למחיקת רישום פלילי",https://jus-tice.co.il/police-records-data-deletion/,0,55,0.00%,58.7,FALSE,FALSE,TRUE,FALSE
"עו""ד למיסוי מקרקעין",https://jus-tice.co.il/real-estate-attorney/,0,2,0.00%,93.5,FALSE,FALSE,FALSE,FALSE
"עו""ד למכירת דירה",https://jus-tice.co.il/lawyer-for-buying-or-selling-a-house/,0,240,0.00%,66.8,FALSE,FALSE,FALSE,FALSE
"עו""ד למכירת דירה",https://jus-tice.co.il/real-estate-attorney/,0,52,0.00%,81.8,FALSE,FALSE,FALSE,FALSE
"עו""ד למכירת דירה",https://jus-tice.co.il/real-estate-lawyer-cost-2025/,0,18,0.00%,85.6,FALSE,FALSE,FALSE,FALSE
"עו""ד למכירת דירה בתל אביב",https://jus-tice.co.il/real-estate-attorney/,0,96,0.00%,37.5,FALSE,FALSE,FALSE,FALSE
"עו""ד למעצר",https://jus-tice.co.il/%D7%94%D7%9C%D7%99%D7%9A-%D7%94%D7%9E%D7%A2%D7%A6%D7%A8-%D7%9B%D7%9E%D7%94-%D7%A2%D7%95%D7%9C%D7%94-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%9E%D7%A2%D7%A6%D7%A8%D7%99%D7%9D-%D7%9E%D7%97%D7%99%D7%A8%D7%95%D7%9F-%D7%A2%D7%95%D7%93-%D7%A4%D7%9C%D7%99%D7%9C%D7%99/,0,23,0.00%,51.6,FALSE,TRUE,TRUE,FALSE
"עו""ד למעצר",https://jus-tice.co.il/%D7%9E%D7%97%D7%99%D7%A8%D7%95%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99/,0,50,0.00%,59.6,FALSE,TRUE,TRUE,FALSE
"עו""ד למעצר",https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%9E%D7%A4%D7%95%D7%A8%D7%A1%D7%9D-%D7%A2%D7%95%D7%93-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%9E%D7%A4%D7%95%D7%A8%D7%A1%D7%9D-%D7%91%D7%99%D7%A9%D7%A8%D7%90%D7%9C/,0,9,0.00%,88.1,FALSE,TRUE,TRUE,FALSE
"עו""ד למעצר",https://jus-tice.co.il/detention-days/,0,24,0.00%,57.0,FALSE,TRUE,TRUE,FALSE
"עו""ד למעצר",https://jus-tice.co.il/lawyer-near-me-criminal-law/,0,2,0.00%,100.0,FALSE,TRUE,TRUE,FALSE
"עו""ד למקרקעין",https://jus-tice.co.il/real-estate-attorney/,0,87,0.00%,72.7,FALSE,FALSE,FALSE,FALSE
"עו""ד לנדל""ן",https://jus-tice.co.il/real-estate-attorney/,0,48,0.00%,61.1,FALSE,FALSE,FALSE,FALSE
"עו""ד לנדל""ן",https://jus-tice.co.il/real-estate-lawyer-guide/,0,23,0.00%,71.8,FALSE,FALSE,FALSE,FALSE
"עו""ד לנוער בהליכים פליליים",https://jus-tice.co.il/%D7%98%D7%99%D7%A4%D7%95%D7%9C-%D7%91%D7%94%D7%9C%D7%99%D7%9B%D7%99%D7%9D-%D7%9C%D7%A4%D7%99-%D7%97%D7%95%D7%A7-%D7%94%D7%A0%D7%95%D7%A2%D7%A8-%D7%98%D7%99%D7%A4%D7%95%D7%9C-%D7%95%D7%94%D7%A9%D7%92%D7%97%D7%94/,0,2,0.00%,81.0,FALSE,FALSE,TRUE,FALSE
"עו""ד לנוער בהליכים פליליים",https://jus-tice.co.il/%D7%9E%D7%97%D7%99%D7%A8%D7%95%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99/,0,62,0.00%,70.8,FALSE,FALSE,TRUE,FALSE
"עו""ד לנוער בהליכים פליליים",https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%9E%D7%A4%D7%95%D7%A8%D7%A1%D7%9D-%D7%A2%D7%95%D7%93-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%9E%D7%A4%D7%95%D7%A8%D7%A1%D7%9D-%D7%91%D7%99%D7%A9%D7%A8%D7%90%D7%9C/,0,1,0.00%,84.0,FALSE,FALSE,TRUE,FALSE
"עו""ד לנוער בהליכים פליליים",https://jus-tice.co.il/how-much-will-a-criminal-defense-lawyer-cost/,0,12,0.00%,95.1,FALSE,FALSE,TRUE,FALSE
"עו""ד לנוער בהליכים פליליים",https://jus-tice.co.il/leading-criminal-law-firm/,0,5,0.00%,90.8,FALSE,FALSE,TRUE,FALSE
"עו""ד לנזיקין",https://jus-tice.co.il/tort-lawyer/,0,17,0.00%,93.3,FALSE,FALSE,FALSE,FALSE
"עו""ד לניירות ערך",https://jus-tice.co.il/,0,2,0.00%,88.0,FALSE,FALSE,FALSE,FALSE
"עו""ד לניירות ערך",https://jus-tice.co.il/%D7%9E%D7%97%D7%99%D7%A8%D7%95%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99/,0,59,0.00%,73.6,FALSE,FALSE,FALSE,FALSE
"עו""ד לניירות ערך",https://jus-tice.co.il/us-securities-and-exchange-commission/,0,52,0.00%,58.4,FALSE,FALSE,FALSE,FALSE
"עו""ד לסחר בנשים",https://jus-tice.co.il/human-trafficking/,0,56,0.00%,70.6,FALSE,FALSE,FALSE,FALSE
"עו""ד לסחר בנשים",https://jus-tice.co.il/sex-trafficking/,0,61,0.00%,11.0,FALSE,FALSE,FALSE,FALSE
"עו""ד לסימני מסחר",https://jus-tice.co.il/intellectual-property-lawyer/,0,2,0.00%,96.5,FALSE,FALSE,FALSE,FALSE
"עו""ד לעבירות מחשב",https://jus-tice.co.il/cyber-lawyer/,0,401,0.00%,78.4,FALSE,FALSE,FALSE,FALSE
"עו""ד לעבירות מחשב",https://jus-tice.co.il/cybercrime-lawyer-roll/,0,17,0.00%,75.6,FALSE,FALSE,FALSE,FALSE
"עו""ד לעבירות מחשב",https://jus-tice.co.il/fbi-cyber-division/,0,2,0.00%,100.0,FALSE,FALSE,FALSE,FALSE
"עו""ד לעבירות מין",https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%9E%D7%A4%D7%95%D7%A8%D7%A1%D7%9D-%D7%A2%D7%95%D7%93-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%9E%D7%A4%D7%95%D7%A8%D7%A1%D7%9D-%D7%91%D7%99%D7%A9%D7%A8%D7%90%D7%9C/,0,11,0.00%,67.7,FALSE,FALSE,FALSE,FALSE
"עו""ד לעבירות מין",https://jus-tice.co.il/sex-crime-lawyer/,0,82,0.00%,49.8,FALSE,FALSE,FALSE,FALSE
"עו""ד לעבירות סייבר",https://jus-tice.co.il/cyber-lawyer/,0,121,0.00%,12.6,FALSE,FALSE,FALSE,FALSE
"עו""ד לעבירות סייבר",https://jus-tice.co.il/cybercrime-lawyer-roll/,0,41,0.00%,58.9,FALSE,FALSE,FALSE,FALSE
"עו""ד לעבירות סייבר",https://jus-tice.co.il/cybersex-trafficking/,0,66,0.00%,53.6,FALSE,FALSE,FALSE,FALSE
"עו""ד לעבירות סייבר",https://jus-tice.co.il/fbi-cyber-division/,0,12,0.00%,67.3,FALSE,FALSE,FALSE,FALSE
"עו""ד לעבירות סרסרות",https://jus-tice.co.il/%D7%9E%D7%97%D7%99%D7%A8%D7%95%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99/,0,2,0.00%,71.5,FALSE,FALSE,FALSE,FALSE
"עו""ד לעבירות סרסרות",https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%9E%D7%A4%D7%95%D7%A8%D7%A1%D7%9D-%D7%A2%D7%95%D7%93-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%9E%D7%A4%D7%95%D7%A8%D7%A1%D7%9D-%D7%91%D7%99%D7%A9%D7%A8%D7%90%D7%9C/,0,3,0.00%,68.0,FALSE,FALSE,FALSE,FALSE
"עו""ד לעבירות סרסרות",https://jus-tice.co.il/criminal-defense-attorney/,0,1,0.00%,73.0,FALSE,FALSE,FALSE,FALSE
"עו""ד לעינייני עבודה",https://jus-tice.co.il/labor-lawyer/,0,40,0.00%,83.1,FALSE,FALSE,FALSE,FALSE
"עו""ד לעמותות",https://jus-tice.co.il/,0,40,0.00%,70.1,FALSE,FALSE,FALSE,FALSE
"עו""ד לעניינ גירושן",https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%AA-%D7%93%D7%99%D7%9F-%D7%9E%D7%90%D7%99%D7%94-%D7%A8%D7%95%D7%98%D7%A0%D7%91%D7%A8%D7%92,0,1,0.00%,91.0,FALSE,FALSE,FALSE,FALSE
"עו""ד לעניינ גירושן",https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%AA-%D7%93%D7%99%D7%9F-%D7%9E%D7%90%D7%99%D7%94-%D7%A8%D7%95%D7%98%D7%A0%D7%91%D7%A8%D7%92/,0,47,0.00%,46.0,FALSE,FALSE,FALSE,FALSE
"עו""ד לענייני גירושין",https://jus-tice.co.il/%D7%A2%D7%95%D7%93-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%9B%D7%99%D7%A6%D7%93-%D7%9C%D7%9E%D7%A6%D7%95%D7%90-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%95%D7%9B%D7%9E%D7%94-%D7%A2%D7%95%D7%9C%D7%94-%D7%9C%D7%94%D7%AA%D7%92%D7%A8%D7%A9/,0,1,0.00%,75.0,FALSE,FALSE,FALSE,TRUE
"עו""ד לענייני גירושין",https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%AA-%D7%93%D7%99%D7%9F-%D7%9E%D7%90%D7%99%D7%94-%D7%A8%D7%95%D7%98%D7%A0%D7%91%D7%A8%D7%92,0,69,0.00%,68.5,FALSE,FALSE,FALSE,TRUE
"עו""ד לענייני גירושין",https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%AA-%D7%93%D7%99%D7%9F-%D7%9E%D7%90%D7%99%D7%94-%D7%A8%D7%95%D7%98%D7%A0%D7%91%D7%A8%D7%92/,0,1680,0.00%,50.8,FALSE,FALSE,FALSE,TRUE
"עו""ד לענייני גירושין בבאר שבע",https://jus-tice.co.il/must-have-traits-of-a-good-family-lawyer/,0,1,0.00%,54.0,FALSE,FALSE,FALSE,TRUE
"עו""ד לענייני גירושין בירושלים",https://jus-tice.co.il/,0,1,0.00%,99.0,FALSE,FALSE,FALSE,TRUE
"עו""ד לענייני גירושין בירושלים",https://jus-tice.co.il/%D7%AA%D7%97%D7%95%D7%9E%D7%99-%D7%94%D7%AA%D7%9E%D7%97%D7%95%D7%AA/%D7%93%D7%99%D7%A0%D7%99-%D7%9E%D7%A9%D7%A4%D7%97%D7%94/%D7%A4%D7%A1%D7%A7%D7%99-%D7%93%D7%99%D7%9F-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%93%D7%99%D7%A0%D7%99-%D7%9E%D7%A9%D7%A4%D7%97%D7%94-2022/,0,1,0.00%,93.0,FALSE,FALSE,FALSE,TRUE
"עו""ד לענייני גירושין תל אביב",https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%AA-%D7%93%D7%99%D7%9F-%D7%9E%D7%90%D7%99%D7%94-%D7%A8%D7%95%D7%98%D7%A0%D7%91%D7%A8%D7%92,0,14,0.00%,15.9,FALSE,FALSE,FALSE,TRUE
"עו""ד לענייני גירושין תל אביב",https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%AA-%D7%93%D7%99%D7%9F-%D7%9E%D7%90%D7%99%D7%94-%D7%A8%D7%95%D7%98%D7%A0%D7%91%D7%A8%D7%92/,0,158,0.00%,17.7,FALSE,FALSE,FALSE,TRUE
"עו""ד לענייני הגירה לארה""ב",https://jus-tice.co.il/choose-usa-attorney/,0,253,0.00%,39.1,FALSE,FALSE,FALSE,FALSE
"עו""ד לענייני הגירה לארה""ב",https://jus-tice.co.il/immigration-lawyer/,0,305,0.00%,32.4,FALSE,FALSE,FALSE,FALSE
"עו""ד לענייני הגירה לארה""ב",https://jus-tice.co.il/usa-lawyers/,0,84,0.00%,50.2,FALSE,FALSE,FALSE,FALSE
"עו""ד לענייני הגירה לישראל",https://jus-tice.co.il/,0,1,0.00%,63.0,FALSE,FALSE,FALSE,FALSE
"עו""ד לענייני הגירה לישראל",https://jus-tice.co.il/immigration-lawyer/,0,53,0.00%,41.3,FALSE,FALSE,FALSE,FALSE
"עו""ד לענייני ירושה בבאר שבע",https://jus-tice.co.il/,0,12,0.00%,71.4,FALSE,FALSE,FALSE,FALSE
"עו""ד לענייני ירושה בבאר שבע",https://jus-tice.co.il/what-is-a-probate-order/,0,17,0.00%,78.9,FALSE,FALSE,FALSE,FALSE
"עו""ד לענייני ירושה בבאר שבע",https://jus-tice.co.il/will-and-testament/,0,13,0.00%,62.6,FALSE,FALSE,FALSE,FALSE
"עו""ד לענייני מקרקעין",https://jus-tice.co.il/israeli_land_and_property_laws/,0,1,0.00%,51.0,FALSE,FALSE,FALSE,FALSE
"עו""ד לענייני מקרקעין",https://jus-tice.co.il/real-estate-attorney/,0,718,0.00%,73.4,FALSE,FALSE,FALSE,FALSE
"עו""ד לענייני מקרקעין",https://jus-tice.co.il/real-estate-lawyer-guide/,0,49,0.00%,82.0,FALSE,FALSE,FALSE,FALSE
"עו""ד לענייני משחה",https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%AA-%D7%93%D7%99%D7%9F-%D7%9E%D7%90%D7%99%D7%94-%D7%A8%D7%95%D7%98%D7%A0%D7%91%D7%A8%D7%92,0,3,0.00%,52.3,FALSE,FALSE,FALSE,FALSE
"עו""ד לענייני משחה",https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%AA-%D7%93%D7%99%D7%9F-%D7%9E%D7%90%D7%99%D7%94-%D7%A8%D7%95%D7%98%D7%A0%D7%91%D7%A8%D7%92/,0,44,0.00%,59.7,FALSE,FALSE,FALSE,FALSE
"עו""ד לענייני משפחה",https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%AA-%D7%93%D7%99%D7%9F-%D7%9E%D7%90%D7%99%D7%94-%D7%A8%D7%95%D7%98%D7%A0%D7%91%D7%A8%D7%92,0,57,0.00%,72.9,FALSE,FALSE,FALSE,TRUE
"עו""ד לענייני משפחה",https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%AA-%D7%93%D7%99%D7%9F-%D7%9E%D7%90%D7%99%D7%94-%D7%A8%D7%95%D7%98%D7%A0%D7%91%D7%A8%D7%92/,0,2277,0.00%,59.3,FALSE,FALSE,FALSE,TRUE
"עו""ד לענייני משפחה אשקלון",https://jus-tice.co.il/must-have-traits-of-a-good-family-lawyer/,0,7,0.00%,68.6,FALSE,FALSE,FALSE,TRUE
"עו""ד לענייני משפחה באשדוד",https://jus-tice.co.il/family-law/,0,3,0.00%,78.7,FALSE,FALSE,FALSE,TRUE
"עו""ד לענייני משפחה בבאר שבע",https://jus-tice.co.il/,0,7,0.00%,80.6,FALSE,FALSE,FALSE,TRUE
"עו""ד לענייני משפחה בבאר שבע",https://jus-tice.co.il/family-law/,0,2,0.00%,68.0,FALSE,FALSE,FALSE,TRUE
"עו""ד לענייני משפחה בבאר שבע",https://jus-tice.co.il/must-have-traits-of-a-good-family-lawyer/,0,20,0.00%,87.8,FALSE,FALSE,FALSE,TRUE
"עו""ד לענייני משפחה בחדרה",https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%AA-%D7%93%D7%99%D7%9F-%D7%9E%D7%90%D7%99%D7%94-%D7%A8%D7%95%D7%98%D7%A0%D7%91%D7%A8%D7%92/,0,2,0.00%,100.5,FALSE,FALSE,FALSE,TRUE
"עו""ד לענייני משפחה בחדרה",https://jus-tice.co.il/must-have-traits-of-a-good-family-lawyer/,0,2,0.00%,66.5,FALSE,FALSE,FALSE,TRUE
"עו""ד לענייני משפחה בחינם",https://jus-tice.co.il/,0,53,0.00%,15.8,FALSE,FALSE,FALSE,TRUE
"עו""ד לענייני משפחה בחינם",https://jus-tice.co.il/%D7%9B%D7%99%D7%A6%D7%93-%D7%9C%D7%9E%D7%A6%D7%95%D7%90-%D7%A2%D7%96%D7%A8%D7%94-%D7%9E%D7%A9%D7%A4%D7%98%D7%99%D7%AA-%D7%9B%D7%90%D7%A9%D7%A8-%D7%90%D7%99%D7%A0%D7%9A-%D7%99%D7%9B%D7%95%D7%9C-%D7%9C%D7%94%D7%A8%D7%A9%D7%95%D7%AA-%D7%9C%D7%A2%D7%A6%D7%9E%D7%9A-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F/,0,4,0.00%,6.0,FALSE,FALSE,FALSE,TRUE
"עו""ד לענייני משפחה בחינם",https://jus-tice.co.il/free-divorce-agreement-template/,0,24,0.00%,60.6,FALSE,FALSE,FALSE,TRUE
"עו""ד לענייני משפחה בחינם",https://jus-tice.co.il/legal-clinic/,0,2,0.00%,46.5,FALSE,FALSE,FALSE,TRUE
