query,total_clicks,total_impressions,avg_position,page_count,best_page,best_page_clicks,best_page_impressions,second_page,second_page_clicks,third_page,risk_level
'מזונות ילדים משמורת אב',0,150,41.5,4,https://jus-tice.co.il/articles/%D7%97%D7%99%D7%95%D7%91-%D7%90%D7%9D-%D7%91%D7%9E%D7%96%D7%95%D7%A0%D7%95%D7%AA-%D7%99%D7%9C%D7%93%D7%99%D7%9D-%D7%91%D7%90%D7%9C%D7%95-%D7%AA%D7%A0%D7%90%D7%99%D7%9D-1284587-12-%D7%91/,0,10,https://jus-tice.co.il/custody-rights-for-fathers/,0,https://jus-tice.co.il/joint-custody-shared-parenting/,LOW
איך להבחין בסימנים ראשון לבגידה?,0,150,58.6,2,https://jus-tice.co.il/%D7%94%D7%A8%D7%A9%D7%A2%D7%AA-%D7%A0%D7%90%D7%A9%D7%9D-%D7%91%D7%A2%D7%91%D7%99%D7%A8%D7%95%D7%AA-%D7%9E%D7%99%D7%9F-%D7%91%D7%91%D7%AA%D7%95-%D7%95%D7%90%D7%9C%D7%99%D7%9E%D7%95%D7%AA-%D7%9B%D7%9C%D7%A4%D7%99-%D7%99%D7%9C%D7%93%D7%99%D7%95/,0,7,https://jus-tice.co.il/infidelity-statistics-reasons-suspicions/,0,,LOW
אקטוארים מומלצים,0,150,43.4,3,https://jus-tice.co.il/%D7%9E%D7%99%D7%A0%D7%95%D7%99-%D7%A9%D7%9E%D7%90%D7%99-%D7%9E%D7%A7%D7%A8%D7%A7%D7%A2%D7%99%D7%9F-%D7%A2%D7%96%D7%91%D7%95%D7%9F-%D7%A6%D7%95-%D7%99%D7%A8%D7%95%D7%A9%D7%94/,0,1,https://jus-tice.co.il/articles/%D7%90%D7%A7%D7%98%D7%95%D7%90%D7%A8-%D7%9E%D7%94%D7%95-%D7%9E%D7%93%D7%A2-%D7%94%D7%90%D7%A7%D7%98%D7%95%D7%90%D7%A8%D7%99%D7%94/,0,https://jus-tice.co.il/tort-reform/,LOW
"אשרת שהייה בסלובקיה בעת רכישת נדל""ן",0,150,21.7,5,https://jus-tice.co.il/golden-visa/,0,2,https://jus-tice.co.il/immigration-lawyer/,0,https://jus-tice.co.il/legality-of-cannabis/,LOW
דיני גירושין בגידה,0,150,65.0,5,https://jus-tice.co.il/%D7%91%D7%92%D7%A5-%D7%94%D7%91%D7%95%D7%92%D7%93%D7%AA/,0,57,https://jus-tice.co.il/%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%91%D7%92%D7%99%D7%93%D7%94-%D7%96%D7%9B%D7%95%D7%99%D7%95%D7%AA-%D7%91%D7%A2%D7%9C-%D7%91%D7%95%D7%92%D7%93-%D7%91%D7%94%D7%9C%D7%9B%D7%94/,0,https://jus-tice.co.il/%D7%9E%D7%93%D7%A8%D7%99%D7%9A-%D7%A2%D7%93%D7%9B%D7%A0%D7%99-%D7%9C%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F/,LOW
דיני משפחה סיכום,0,150,31.6,2,https://jus-tice.co.il/family-law/,0,120,https://jus-tice.co.il/strategic-divorce-cost-planning/,0,,LOW
הסכם ממון ופנסיה,0,150,76.8,8,https://jus-tice.co.il/%D7%9E%D7%93%D7%A8%D7%99%D7%9A-%D7%A2%D7%93%D7%9B%D7%A0%D7%99-%D7%9C%D7%94%D7%A1%D7%9B%D7%9D-%D7%9E%D7%9E%D7%95%D7%9F/,0,23,https://jus-tice.co.il/7-reasons-why-you-need-a-prenup/,0,https://jus-tice.co.il/articles/%D7%A4%D7%A8%D7%A9%D7%A0%D7%95%D7%AA-%D7%94%D7%A1%D7%9B%D7%9D-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%A9%D7%99%D7%A9-%D7%91%D7%95-%D7%A1%D7%A4%D7%A7-%D7%91%D7%A1%D7%A2%D7%99%D7%A3-%D7%94%D7%95/,LOW
הסכם ממון על דירה לפני הנישואין,0,150,52.0,3,https://jus-tice.co.il/7-reasons-why-you-need-a-prenup/,0,8,https://jus-tice.co.il/marital-property-agreement/,0,https://jus-tice.co.il/prenuptial-agreements-overview/,LOW
חוזה קידום אתרים להורדה,0,150,74.3,3,https://jus-tice.co.il/music-recording-contract/,0,51,https://jus-tice.co.il/sample-terms-and-conditions-template/,0,https://jus-tice.co.il/search-engine-optimization/,LOW
כמה משלמים לעורך דין קניית דירה,0,150,53.9,5,https://jus-tice.co.il/lawyer-fee-outlook/,0,15,https://jus-tice.co.il/lawyer-for-buying-or-selling-a-house/,0,https://jus-tice.co.il/real-estate-attorney/,LOW
מזונות אישה ומדור ספציפי,0,150,45.1,6,https://jus-tice.co.il/%D7%A2%D7%A8%D7%A2%D7%95%D7%A8-%D7%A2%D7%9C-%D7%A4%D7%A1%D7%99%D7%A7%D7%AA-%D7%9E%D7%93%D7%95%D7%A8-%D7%A1%D7%A4%D7%A6%D7%99%D7%A4%D7%99-%D7%95%D7%91%D7%A7%D7%A9%D7%94-%D7%9C%D7%A4%D7%99%D7%A8%D7%95%D7%A7-%D7%A9%D7%99%D7%AA%D7%95%D7%A3-1156328-6-%D7%91%D7%99%D7%94%D7%93-%D7%94%D7%92%D7%93%D7%95%D7%9C/,0,129,https://jus-tice.co.il/%D7%AA%D7%99%D7%A7-1301763/3-%D7%91%D7%91%D7%99%D7%AA-%D7%94%D7%93%D7%99%D7%9F-%D7%94%D7%A8%D7%91%D7%A0%D7%99-%D7%94%D7%92%D7%93%D7%95%D7%9C-%D7%99%D7%A8%D7%95%D7%A9%D7%9C%D7%99%D7%9D/,0,https://jus-tice.co.il/articles/%D7%A0%D7%99%D7%A9%D7%95%D7%90%D7%99%D7%9D-%D7%90%D7%96%D7%A8%D7%97%D7%99%D7%99%D7%9D/,LOW
מידע לנפגעי עבירה,0,150,28.4,2,https://jus-tice.co.il/%D7%98%D7%95%D7%A4%D7%A1-%D7%91%D7%A7%D7%A9%D7%94-%D7%9C%D7%A7%D7%91%D7%9C%D7%AA-%D7%9E%D7%99%D7%93%D7%A2-%D7%A0%D7%A4%D7%92%D7%A2%D7%99-%D7%A2%D7%91%D7%99%D7%A8%D7%94-%D7%9C%D7%A4%D7%99-%D7%9C%D7%97%D7%95%D7%A7-%D7%96%D7%9B%D7%95%D7%99%D7%95%D7%AA-%D7%A0%D7%A4%D7%92%D7%A2%D7%99-%D7%A2%D7%91%D7%99%D7%A8%D7%94/,0,149,https://jus-tice.co.il/report-crime/,0,,LOW
משרד המשפטים עזבונות 2021,0,150,40.7,6,https://jus-tice.co.il/%D7%A4%D7%A1%D7%93-%D7%91%D7%AA%D7%91%D7%99%D7%A2%D7%94-%D7%91%D7%99%D7%9F-%D7%90%D7%97%D7%99%D7%9D-%D7%A2%D7%9C-%D7%A8%D7%A7%D7%A2-%D7%A2%D7%96%D7%91%D7%95%D7%9F-%D7%90%D7%9E%D7%9D-%D7%AA%D7%9E%D7%A9-12532-05-20/,0,4,https://jus-tice.co.il/%D7%A4%D7%A1%D7%93-%D7%A9%D7%A2%D7%A0%D7%99%D7%99%D7%A0%D7%95-%D7%9E%D7%99%D7%A0%D7%95%D7%99-%D7%9E%D7%A0%D7%94%D7%9C-%D7%A2%D7%99%D7%96%D7%91%D7%95%D7%9F-%D7%96%D7%9E%D7%A0%D7%99-%D7%91%D7%9E%D7%A7%D7%95%D7%9D-%D7%A7%D7%91%D7%95%D7%A2-%D7%A2%D7%9E%D7%A9-48305-12-21/,0,https://jus-tice.co.il/decision47098-04-21/,LOW
עורך דין בתחום הסכמי יבוא,0,150,56.2,6,https://jus-tice.co.il/,0,4,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%AA%D7%90%D7%99%D7%9C%D7%A0%D7%93/,0,https://jus-tice.co.il/china-lawyers/,LOW
עורך דין פלילי נתניה,0,150,83.6,6,https://jus-tice.co.il/%D7%9E%D7%97%D7%99%D7%A8%D7%95%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99/,0,1,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%94%D7%9B%D7%99-%D7%98%D7%95%D7%91-%D7%91%D7%90%D7%A8%D7%A5/,0,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%94%D7%93%D7%99%D7%9F-%D7%94%D7%9E%D7%A4%D7%95%D7%A8%D7%A1%D7%9E%D7%99%D7%9D-%D7%91%D7%99%D7%95%D7%AA%D7%A8-%D7%9C%D7%94%D7%92%D7%A0%D7%94-%D7%A4%D7%9C%D7%99%D7%9C/,LOW
עורך דין רשלנות רפואית בלידה בצפון,0,150,43.6,2,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA-%D7%91%D7%9C%D7%99%D7%93%D7%94-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5/,0,117,https://jus-tice.co.il/medical-malpractice-lawyer/,0,,LOW
עורכי דין מומחים לגירושין,0,150,55.7,5,https://jus-tice.co.il/%D7%A2%D7%95%D7%93-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%9B%D7%99%D7%A6%D7%93-%D7%9C%D7%9E%D7%A6%D7%95%D7%90-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%95%D7%9B%D7%9E%D7%94-%D7%A2%D7%95%D7%9C%D7%94-%D7%9C%D7%94%D7%AA%D7%92%D7%A8%D7%A9/,0,13,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%AA-%D7%93%D7%99%D7%9F-%D7%9E%D7%90%D7%99%D7%94-%D7%A8%D7%95%D7%98%D7%A0%D7%91%D7%A8%D7%92,0,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%AA-%D7%93%D7%99%D7%9F-%D7%9E%D7%90%D7%99%D7%94-%D7%A8%D7%95%D7%98%D7%A0%D7%91%D7%A8%D7%92/,LOW
עורכי דין צבאיים הטובים ביותר,0,150,47.1,11,https://jus-tice.co.il/,0,6,https://jus-tice.co.il/%D7%9E%D7%93%D7%A8%D7%99%D7%9B%D7%99-%D7%93%D7%99%D7%A8%D7%95%D7%92-%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F-%D7%9E%D7%95%D7%91%D7%99%D7%9C%D7%99%D7%9D-%D7%95%D7%A9%D7%99%D7%98%D7%95%D7%AA-%D7%93%D7%99%D7%A8%D7%95%D7%92/,0,https://jus-tice.co.il/%D7%A1%D7%99%D7%95%D7%A2-%D7%A2%D7%95%D7%93-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%9C%D7%A4%D7%99-%D7%9E%D7%93%D7%99%D7%A0%D7%94/,LOW
ערעור על מעצר עד לתום ההליכים,0,150,53.0,5,https://jus-tice.co.il/%D7%94%D7%A0%D7%97%D7%99%D7%95%D7%AA-%D7%A4%D7%A8%D7%A7%D7%9C%D7%99%D7%98-%D7%94%D7%9E%D7%93%D7%99%D7%A0%D7%94-%D7%9E%D7%A2%D7%A6%D7%A8-%D7%A2%D7%93-%D7%AA%D7%95%D7%9D-%D7%94%D7%94%D7%9C%D7%99%D7%9B%D7%99%D7%9D-%D7%91%D7%A2%D7%91%D7%99%D7%A8%D7%95%D7%AA-%D7%9E%D7%99%D7%9F-%D7%95%D7%90%D7%9C%D7%99%D7%9E%D7%95%D7%AA-%D7%91%D7%AA%D7%95%D7%9A-%D7%94%D7%9E%D7%A9%D7%A4%D7%97%D7%94/,0,69,https://jus-tice.co.il/application-for-extension-of-detention-form/,0,https://jus-tice.co.il/detention-before-charge-or-trial/,LOW
שמאי מקרקעין לירושה,0,150,27.5,3,https://jus-tice.co.il/%D7%9E%D7%99%D7%A0%D7%95%D7%99-%D7%A9%D7%9E%D7%90%D7%99-%D7%9E%D7%A7%D7%A8%D7%A7%D7%A2%D7%99%D7%9F-%D7%A2%D7%96%D7%91%D7%95%D7%9F-%D7%A6%D7%95-%D7%99%D7%A8%D7%95%D7%A9%D7%94/,0,139,https://jus-tice.co.il/inheritance/,0,https://jus-tice.co.il/real-estate-appraiser/,LOW
"אימות חתימה לנוטריון בחו""ל",0,149,48.7,5,https://jus-tice.co.il/%D7%90%D7%99%D7%9E%D7%95%D7%AA-%D7%97%D7%AA%D7%99%D7%9E%D7%94-%D7%A0%D7%95%D7%98%D7%A8%D7%99%D7%95%D7%9F-%D7%9E%D7%A9%D7%95%D7%9C%D7%91-%D7%A2%D7%91%D7%A8%D7%99%D7%AA-%D7%90%D7%A0%D7%92%D7%9C%D7%99%D7%AA/,0,22,https://jus-tice.co.il/%D7%97%D7%AA%D7%99%D7%9E%D7%AA-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A0%D7%95%D7%98%D7%A8%D7%99%D7%95%D7%9F/,0,https://jus-tice.co.il/international-notaries/,LOW
אישור היעדר עבירות מין,0,149,18.6,2,https://jus-tice.co.il/%D7%98%D7%95%D7%A4%D7%A1-%D7%9C%D7%A4%D7%99-%D7%97%D7%95%D7%A7-%D7%9C%D7%9E%D7%A0%D7%99%D7%A2%D7%AA-%D7%94%D7%A2%D7%A1%D7%A7%D7%94-%D7%A9%D7%9C-%D7%A2%D7%91%D7%A8%D7%99%D7%99%D7%A0%D7%99-%D7%9E%D7%99%D7%9F-%D7%91%D7%9E%D7%95%D7%A1%D7%93-%D7%94%D7%9E%D7%9B%D7%95%D7%95%D7%9F-%D7%9C%D7%9E%D7%AA%D7%9F-%D7%A9%D7%99%D7%A8%D7%95%D7%AA-%D7%9C%D7%A7%D7%98%D7%99%D7%A0%D7%99%D7%9D/,0,144,https://jus-tice.co.il/apply-for-police-criminal-information-certificates/,0,,LOW
ביטוח נכס ביוון,0,149,26.3,4,https://jus-tice.co.il/buying-property-in-greece/,0,75,https://jus-tice.co.il/greece-financing/,0,https://jus-tice.co.il/greece-lawyers/,LOW
"הזדמנויות נדלן בחו""ל",0,149,65.2,4,https://jus-tice.co.il/%D7%94%D7%9E%D7%93%D7%A8%D7%99%D7%9A-%D7%94%D7%9E%D7%9C%D7%90-%D7%9C%D7%A7%D7%A0%D7%99%D7%99%D7%94-%D7%94%D7%A9%D7%9B%D7%A8%D7%94-%D7%95-airbnb-%D7%91%D7%97%D7%95%D7%9C/,0,13,https://jus-tice.co.il/articles/%D7%90%D7%99%D7%A4%D7%94-%D7%94%D7%9B%D7%99-%D7%9E%D7%A9%D7%AA%D7%9C%D7%9D-%D7%9C%D7%99%D7%A9%D7%A8%D7%90%D7%9C%D7%99%D7%9D-%D7%9C%D7%A7%D7%A0%D7%95%D7%AA-%D7%A0%D7%93%D7%9C%D7%9F-%D7%91%D7%A2%D7%95/,0,https://jus-tice.co.il/low-value-invest-abroad/,LOW
הזמנה לבדיקת כשירות לנהיגה,0,149,35.1,2,https://jus-tice.co.il/medical-fitness-tests-for-driving-marvad-info/,0,62,https://jus-tice.co.il/medical-institute-for-road-safety/,0,,LOW
הסנגוריה הציבורית טלפון,0,149,19.9,2,https://jus-tice.co.il/%D7%9E%D7%A9%D7%A8%D7%93-%D7%94%D7%9E%D7%A9%D7%A4%D7%98%D7%99%D7%9D-%D7%99%D7%A9%D7%A8%D7%90%D7%9C/%D7%A1%D7%A0%D7%99%D7%92%D7%95%D7%A8%D7%99%D7%94-%D7%A6%D7%99%D7%91%D7%95%D7%A8%D7%99%D7%AA/,0,120,https://jus-tice.co.il/public-defender-annual-report-2019/,0,,LOW
הקשר בין ירושה ופירוק שיתוף במקרקעין,0,149,70.4,7,https://jus-tice.co.il/%D7%A1%D7%9B%D7%A1%D7%95%D7%9A-%D7%91%D7%99%D7%9F-%D7%90%D7%9C%D7%9E%D7%A0%D7%94-%D7%95%D7%99%D7%9C%D7%93%D7%99%D7%94-%D7%95%D7%90%D7%9E%D7%95-%D7%A9%D7%9C-%D7%94%D7%A0%D7%A4%D7%98%D7%A8-%D7%94%D7%A0%D7%95%D7%92%D7%A2%D7%95%D7%AA-%D7%9C%D7%96%D7%9B%D7%95%D7%99%D7%95%D7%AA-%D7%A2%D7%9C-%D7%93%D7%99%D7%A8%D7%94-%D7%AA%D7%9E%D7%A9-7662-07-18/,0,52,https://jus-tice.co.il/%D7%A4%D7%99%D7%A8%D7%95%D7%A7-%D7%A9%D7%95%D7%AA%D7%A4%D7%95%D7%AA-%D7%91%D7%91%D7%99%D7%AA-%D7%9E%D7%92%D7%95%D7%A8%D7%99%D7%9D-%D7%A2%D7%9C-%D7%99%D7%93%D7%99-%D7%91%D7%A0%D7%99-%D7%96%D7%95%D7%92-%D7%9C%D7%A9%D7%A2%D7%91%D7%A8-%D7%91%D7%A0%D7%99%D7%92%D7%95%D7%93-%D7%9C%D7%94%D7%A1%D7%9B%D7%9D-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%A9%D7%90%D7%95%D7%A9%D7%A8-%D7%AA%D7%9C%D7%94%D7%9E-15293-03-20/,0,https://jus-tice.co.il/42908-08-24/,LOW
חוק בתי משפט לעניינים מנהליים,0,149,39.9,2,https://jus-tice.co.il/wp-content/uploads/2023/03/15_lsr_300273.pdf,0,79,https://jus-tice.co.il/wp-content/uploads/2023/03/16_lsr_299627.pdf,0,,LOW
"יועץ נדל""ן בהרצליה",0,149,74.3,2,https://jus-tice.co.il/%D7%94%D7%90%D7%9D-%D7%9B%D7%93%D7%90%D7%99-%D7%9C%D7%A2%D7%91%D7%95%D7%93-%D7%A2%D7%9D-%D7%99%D7%95%D7%A2%D7%A5-%D7%A0%D7%93%D7%9C%D7%9F/,0,129,https://jus-tice.co.il/%D7%9E%D7%94%D7%95-%D7%99%D7%95%D7%A2%D7%A5-%D7%A0%D7%93%D7%9C%D7%9F/,0,,LOW
יחסי ממון ורכוש הדין והפסיקה,0,149,66.0,6,https://jus-tice.co.il/%D7%94%D7%90%D7%9D-%D7%9B%D7%9C-%D7%94%D7%A1%D7%9B%D7%9D-%D7%91%D7%99%D7%9F-%D7%91%D7%A0%D7%99-%D7%96%D7%95%D7%92-%D7%94%D7%95%D7%90-%D7%94%D7%A1%D7%9B%D7%9D-%D7%9E%D7%9E%D7%95%D7%9F/,0,15,https://jus-tice.co.il/%D7%9E%D7%93%D7%A8%D7%99%D7%9A-%D7%A2%D7%93%D7%9B%D7%A0%D7%99-%D7%9C%D7%94%D7%A1%D7%9B%D7%9D-%D7%9E%D7%9E%D7%95%D7%9F/,0,https://jus-tice.co.il/articles/%D7%94%D7%9C%D7%9B%D7%AA-%D7%A9%D7%99%D7%AA%D7%95%D7%A3-%D7%A1%D7%A4%D7%A6%D7%99%D7%A4%D7%99-%D7%91%D7%93%D7%99%D7%A8%D7%AA-%D7%9E%D7%92%D7%95%D7%A8%D7%99%D7%9D/,LOW
כתב אישום קבלת דבר במרמה,0,149,65.4,3,https://jus-tice.co.il/54044-04-22cancel-criminal-proceedings/,0,1,https://jus-tice.co.il/articles/%D7%9E%D7%97%D7%99%D7%A7%D7%AA-%D7%9B%D7%AA%D7%91-%D7%90%D7%99%D7%A9%D7%95%D7%9D-%D7%97%D7%96%D7%A8%D7%94-%D7%9E%D7%9B%D7%AA%D7%91-%D7%90%D7%99%D7%A9%D7%95%D7%9D-%D7%91%D7%99%D7%98%D7%95%D7%9C/,0,https://jus-tice.co.il/psakdin/%D7%94%D7%97%D7%9C%D7%98%D7%94-%D7%91%D7%91%D7%A7%D7%A9%D7%AA-%D7%94%D7%A1%D7%92%D7%A8%D7%94-%D7%91%D7%92%D7%99%D7%9F-%D7%A2%D7%91%D7%99%D7%A8%D7%95%D7%AA-%D7%A9%D7%9C-%D7%A7%D7%91%D7%9C%D7%AA-%D7%93/,LOW
מעצר קטין לצרכי חקירה,0,149,66.9,4,https://jus-tice.co.il/%D7%94%D7%9C%D7%99%D7%9A-%D7%94%D7%9E%D7%A2%D7%A6%D7%A8-%D7%9B%D7%9E%D7%94-%D7%A2%D7%95%D7%9C%D7%94-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%9E%D7%A2%D7%A6%D7%A8%D7%99%D7%9D-%D7%9E%D7%97%D7%99%D7%A8%D7%95%D7%9F-%D7%A2%D7%95%D7%93-%D7%A4%D7%9C%D7%99%D7%9C%D7%99/,0,9,https://jus-tice.co.il/%D7%A1%D7%93%D7%A8-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%97%D7%95%D7%A7-%D7%94%D7%9E%D7%A2%D7%A6%D7%A8%D7%99%D7%9D/,0,https://jus-tice.co.il/detention-before-charge-or-trial/,LOW
סמכויות חוקר מעמ,0,149,23.8,2,https://jus-tice.co.il/israel-tax-authority/,0,1,https://jus-tice.co.il/tax-investigation-guide/,0,,LOW
עבירות שוד וגניבה,0,149,85.9,3,https://jus-tice.co.il/%D7%94%D7%9C%D7%99%D7%9A-%D7%94%D7%9E%D7%A2%D7%A6%D7%A8-%D7%9B%D7%9E%D7%94-%D7%A2%D7%95%D7%9C%D7%94-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%9E%D7%A2%D7%A6%D7%A8%D7%99%D7%9D-%D7%9E%D7%97%D7%99%D7%A8%D7%95%D7%9F-%D7%A2%D7%95%D7%93-%D7%A4%D7%9C%D7%99%D7%9C%D7%99/,0,53,https://jus-tice.co.il/crime/,0,https://jus-tice.co.il/shoplifting/,LOW
עבירת פשע,0,149,48.2,3,https://jus-tice.co.il/crime/,0,102,https://jus-tice.co.il/criminal-law/,0,https://jus-tice.co.il/report-crime/,LOW
עורך דין הסכם ממון רמת גן,0,149,43.0,4,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%AA-%D7%93%D7%99%D7%9F-%D7%9E%D7%90%D7%99%D7%94-%D7%A8%D7%95%D7%98%D7%A0%D7%91%D7%A8%D7%92,0,2,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%AA-%D7%93%D7%99%D7%9F-%D7%9E%D7%90%D7%99%D7%94-%D7%A8%D7%95%D7%98%D7%A0%D7%91%D7%A8%D7%92/,0,https://jus-tice.co.il/baker-mckenzie/,LOW
עורך דין מס רכישה,0,149,76.3,4,https://jus-tice.co.il/lawyer-for-buying-or-selling-a-house/,0,120,https://jus-tice.co.il/real-estate-attorney/,0,https://jus-tice.co.il/real-estate-lawyer-cost-2025/,LOW
עורך דין פלילי בישראל,0,149,41.1,9,https://jus-tice.co.il/%D7%9E%D7%97%D7%99%D7%A8%D7%95%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99/,0,8,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%91%D7%AA%D7%9C-%D7%90%D7%91%D7%99%D7%91-%D7%A2%D7%95%D7%93-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%91%D7%AA%D7%90-%D7%95%D7%94%D7%9E%D7%A8%D7%9B%D7%96/,0,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%94%D7%9B%D7%99-%D7%98%D7%95%D7%91-%D7%91%D7%90%D7%A8%D7%A5/,LOW
עו״ד ישראלי בארה״ב,0,149,17.2,5,https://jus-tice.co.il/choose-usa-attorney/,0,1,https://jus-tice.co.il/miami-florida-lawyers/,0,https://jus-tice.co.il/new-jersey-lawyers/,LOW
רשלנות עקב טיפול לקוי לאחר לידה,0,149,79.1,2,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA-%D7%91%D7%9C%D7%99%D7%93%D7%94-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5/,0,142,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F-%D7%9E%D7%95%D7%91%D7%99%D7%9C%D7%99%D7%9D-%D7%91%D7%AA%D7%97%D7%95%D7%9D-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA-%D7%91%D7%A2%D7%95%D7%9C%D7%9D/,0,,LOW
רשלנות רפואית עפולה,0,149,49.6,2,https://jus-tice.co.il/%D7%94%D7%A7%D7%98%D7%A0%D7%AA-%D7%94%D7%95%D7%A6%D7%90%D7%95%D7%AA-%D7%AA%D7%91%D7%99%D7%A2%D7%95%D7%AA-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA/,0,117,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA-%D7%91%D7%9C%D7%99%D7%93%D7%94-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5/,0,,LOW
"תפקידי המרב""ד",0,149,39.8,2,https://jus-tice.co.il/medical-fitness-tests-for-driving-marvad-info/,0,99,https://jus-tice.co.il/standards-of-medical-fitness-to-drive/,0,,LOW
עורך דין בסין,1,148,6.5,2,https://jus-tice.co.il/top-lawyers-for-israelis-china/,1,76,https://jus-tice.co.il/china-lawyers/,0,,LOW
איך אפשר למצוא פסקי דין,0,148,71.0,5,https://jus-tice.co.il/,0,3,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%94%D7%9B%D7%99-%D7%98%D7%95%D7%91-%D7%91%D7%90%D7%A8%D7%A5/,0,https://jus-tice.co.il/2019-2020-major-supreme-court-ruling,LOW
